GEOID,label,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031170600.00,0.00,170600.00,1706.00,Census Tract 1706,41.94,-87.83,-87.83,-87.83,41.94,41.94,0.00,0.10,0.05,0.03,0.10,0.08,0.00,0.05,0.10,0.28,0.06,0.06,0.10,0.04,0.93,0.71,0.00,0.00,0.19,0.02,0.19,0.06,0.44,0.15,0.00,0.00,0.58,0.16,0.43,0.32,0.06,0.07,0.20,0.05,0.23,0.88,0.00,0.00,0.04,0.24,179.00,340.00,32.00,71875.00,76734.00,995.00,0.70,0.00,5.60,252100.00,1886.00,657.00,981.00,2621.00,672.00,612.00,989.00,2631.00,83.00,44.80,1123.00,904.00
17031170700.00,0.00,170700.00,1707.00,Census Tract 1707,41.94,-87.82,-87.82,-87.83,41.94,41.94,0.00,0.07,0.11,0.02,0.11,0.09,0.03,0.07,0.15,0.18,0.07,0.03,0.09,0.07,0.93,0.80,0.02,0.01,0.16,0.06,0.26,0.06,0.41,0.17,0.02,0.03,0.62,0.16,0.35,0.39,0.04,0.05,0.25,0.04,0.18,0.83,0.00,0.00,0.10,0.19,160.00,496.00,38.10,74414.00,83200.00,1214.00,2.50,4.00,5.30,231200.00,1941.00,631.00,1095.00,2941.00,978.00,908.00,1041.00,2941.00,94.90,42.40,1123.00,781.00
17031170800.00,0.00,170800.00,1708.00,Census Tract 1708,41.94,-87.81,-87.81,-87.82,41.94,41.94,0.01,0.16,0.10,0.02,0.11,0.03,0.02,0.03,0.13,0.23,0.06,0.06,0.05,0.04,0.86,0.65,0.00,0.00,0.25,0.03,0.30,0.09,0.44,0.16,0.02,0.01,0.57,0.12,0.38,0.35,0.07,0.07,0.20,0.06,0.16,0.90,0.01,0.00,0.05,0.27,276.00,452.00,38.90,67391.00,72928.00,1502.00,0.00,0.00,5.20,249700.00,1729.00,629.00,963.00,4060.00,1634.00,1544.00,1424.00,4060.00,77.90,40.20,1113.00,781.00
17031170900.00,0.00,170900.00,1709.00,Census Tract 1709,41.94,-87.81,-87.81,-87.82,41.94,41.93,0.01,0.07,0.14,0.02,0.15,0.06,0.02,0.05,0.13,0.18,0.09,0.03,0.05,0.12,0.88,0.66,0.00,0.00,0.34,0.07,0.29,0.12,0.36,0.14,0.02,0.03,0.57,0.15,0.34,0.36,0.05,0.13,0.22,0.08,0.21,0.80,0.07,0.00,0.02,0.36,65.00,299.00,36.90,49508.00,66221.00,669.00,0.00,0.00,5.20,228500.00,1819.00,573.00,904.00,1868.00,620.00,551.00,653.00,1868.00,97.00,41.40,1113.00,781.00
17031171000.00,0.00,171000.00,1710.00,Census Tract 1710,41.94,-87.80,-87.79,-87.80,41.94,41.94,0.00,0.11,0.06,0.02,0.12,0.07,0.05,0.07,0.15,0.17,0.09,0.05,0.04,0.02,0.78,0.58,0.00,0.01,0.28,0.08,0.22,0.08,0.37,0.14,0.02,0.01,0.55,0.07,0.43,0.33,0.04,0.10,0.21,0.06,0.19,0.86,0.05,0.00,0.06,0.30,477.00,1010.00,38.10,67308.00,90989.00,2763.00,0.00,0.00,5.40,261500.00,1804.00,724.00,1084.00,7578.00,2382.00,2195.00,2672.00,7597.00,108.40,42.10,1210.00,781.00
17031171100.00,0.00,171100.00,1711.00,Census Tract 1711,41.94,-87.78,-87.78,-87.78,41.94,41.94,0.00,0.05,0.06,0.02,0.14,0.07,0.04,0.09,0.10,0.31,0.04,0.04,0.05,0.06,0.92,0.68,0.00,0.00,0.28,0.01,0.32,0.07,0.34,0.16,0.02,0.00,0.71,0.08,0.45,0.44,0.04,0.08,0.30,0.05,0.18,0.83,0.02,0.00,0.03,0.38,307.00,526.00,36.50,65952.00,76790.00,1383.00,2.20,0.00,5.80,251900.00,1764.00,632.00,976.00,3844.00,1259.00,1081.00,1260.00,3844.00,84.40,34.70,1117.00,844.00
17031180100.00,0.00,180100.00,1801.00,Census Tract 1801,41.93,-87.80,-87.80,-87.80,41.94,41.93,0.00,0.12,0.12,0.03,0.13,0.03,0.01,0.04,0.15,0.15,0.08,0.06,0.08,0.11,0.83,0.53,0.00,0.06,0.22,0.07,0.27,0.12,0.36,0.18,0.03,0.02,0.64,0.08,0.40,0.38,0.06,0.11,0.18,0.03,0.18,0.78,0.02,0.00,0.04,0.48,569.00,634.00,38.70,59286.00,83458.00,2316.00,0.00,0.00,5.20,221900.00,1758.00,648.00,781.00,6136.00,2683.00,2379.00,2094.00,6210.00,85.70,36.60,1084.00,904.00
17031190100.00,1.00,190100.00,1901.00,Census Tract 1901,41.94,-87.74,-87.74,-87.75,41.94,41.93,0.01,0.06,0.22,0.01,0.10,0.03,0.01,0.05,0.09,0.18,0.20,0.04,0.01,0.04,0.80,0.42,0.00,0.00,0.68,0.12,0.45,0.31,0.14,0.06,0.07,0.01,0.68,0.13,0.51,0.38,0.25,0.11,0.12,0.03,0.15,0.42,0.02,0.00,0.04,0.84,194.00,488.00,37.50,35565.00,46821.00,863.00,2.90,0.00,5.00,222200.00,1967.00,756.00,880.00,2534.00,1347.00,1163.00,824.00,2534.00,97.70,32.90,1076.00,921.00
17031190200.00,0.00,190200.00,1902.00,Census Tract 1902,41.94,-87.75,-87.75,-87.76,41.94,41.93,0.00,0.08,0.24,0.04,0.06,0.02,0.00,0.05,0.09,0.15,0.19,0.06,0.01,0.06,0.85,0.52,0.00,0.01,0.41,0.06,0.28,0.13,0.32,0.19,0.05,0.00,0.78,0.09,0.40,0.38,0.21,0.17,0.16,0.07,0.12,0.50,0.02,0.00,0.02,0.83,529.00,1018.00,36.70,55842.00,65709.00,1726.00,0.00,4.90,5.50,249900.00,1999.00,553.00,1076.00,5518.00,2549.00,2307.00,1499.00,5525.00,95.90,33.40,1009.00,821.00
17031190300.00,1.00,190300.00,1903.00,Census Tract 1903,41.93,-87.76,-87.76,-87.77,41.94,41.93,0.00,0.09,0.15,0.02,0.08,0.04,0.03,0.05,0.16,0.20,0.11,0.07,0.01,0.08,0.79,0.50,0.00,0.00,0.51,0.06,0.26,0.16,0.21,0.22,0.02,0.01,0.67,0.13,0.36,0.38,0.16,0.11,0.15,0.05,0.15,0.65,0.02,0.01,0.02,0.66,419.00,668.00,38.00,46010.00,58020.00,1989.00,3.80,0.00,5.10,232800.00,1946.00,628.00,821.00,5302.00,2477.00,2079.00,1729.00,5302.00,81.00,34.10,1076.00,985.00
17031190401.00,0.00,190401.00,1904.01,Census Tract 1904.01,41.93,-87.78,-87.78,-87.78,41.94,41.93,0.00,0.14,0.16,0.03,0.11,0.08,0.01,0.03,0.11,0.17,0.07,0.07,0.04,0.08,0.86,0.50,0.00,0.01,0.32,0.06,0.28,0.06,0.32,0.17,0.04,0.02,0.67,0.06,0.39,0.41,0.11,0.10,0.22,0.03,0.15,0.68,0.01,0.01,0.07,0.59,295.00,668.00,42.00,56016.00,65576.00,1345.00,3.30,0.00,5.50,228600.00,1816.00,563.00,1041.00,3983.00,1934.00,1576.00,1234.00,3983.00,85.80,35.10,1117.00,844.00
17031190402.00,0.00,190402.00,1904.02,Census Tract 1904.02,41.93,-87.77,-87.77,-87.77,41.94,41.93,0.00,0.08,0.15,0.04,0.09,0.05,0.03,0.08,0.08,0.15,0.14,0.07,0.06,0.05,0.78,0.42,0.00,0.00,0.39,0.05,0.28,0.07,0.35,0.12,0.08,0.02,0.68,0.04,0.45,0.41,0.17,0.12,0.16,0.04,0.15,0.67,0.01,0.01,0.02,0.72,335.00,955.00,37.70,46993.00,65533.00,1794.00,0.00,0.00,5.20,251300.00,1852.00,691.00,1032.00,5429.00,2466.00,2176.00,1638.00,5434.00,87.30,35.60,1117.00,821.00
17031190601.00,0.00,190601.00,1906.01,Census Tract 1906.01,41.93,-87.78,-87.78,-87.78,41.93,41.92,0.00,0.08,0.16,0.04,0.09,0.04,0.00,0.02,0.19,0.15,0.18,0.03,0.02,0.06,0.83,0.49,0.00,0.00,0.47,0.09,0.37,0.10,0.36,0.18,0.09,0.02,0.78,0.03,0.42,0.30,0.18,0.10,0.16,0.03,0.08,0.44,0.05,0.00,0.02,0.84,645.00,920.00,41.40,50781.00,73630.00,1344.00,0.00,0.00,5.50,199100.00,1744.00,801.00,1117.00,5126.00,1945.00,1738.00,1191.00,5126.00,94.80,30.30,1053.00,966.00
17031190602.00,0.00,190602.00,1906.02,Census Tract 1906.02,41.93,-87.77,-87.77,-87.77,41.93,41.92,0.00,0.11,0.18,0.03,0.09,0.08,0.01,0.05,0.12,0.16,0.13,0.04,0.01,0.04,0.78,0.41,0.00,0.00,0.31,0.08,0.29,0.09,0.40,0.13,0.12,0.00,0.69,0.04,0.50,0.44,0.24,0.12,0.12,0.05,0.13,0.50,0.03,0.00,0.03,0.79,417.00,934.00,36.40,51986.00,65659.00,1555.00,2.80,0.00,5.70,204500.00,1863.00,742.00,1053.00,5606.00,2628.00,2330.00,1416.00,5867.00,111.30,37.10,1117.00,821.00
17031190701.00,0.00,190701.00,1907.01,Census Tract 1907.01,41.93,-87.76,-87.76,-87.77,41.93,41.93,0.00,0.12,0.17,0.04,0.09,0.10,0.00,0.06,0.16,0.19,0.04,0.01,0.01,0.02,0.75,0.39,0.00,0.02,0.62,0.10,0.36,0.10,0.45,0.11,0.04,0.02,0.63,0.05,0.47,0.32,0.17,0.12,0.13,0.06,0.10,0.55,0.01,0.00,0.02,0.80,207.00,589.00,40.50,44797.00,56940.00,880.00,5.00,1.80,5.10,239600.00,1908.00,733.00,1002.00,2861.00,1374.00,1276.00,780.00,2861.00,101.30,34.10,1053.00,821.00
17031190702.00,0.00,190702.00,1907.02,Census Tract 1907.02,41.93,-87.76,-87.76,-87.76,41.93,41.92,0.00,0.06,0.28,0.05,0.10,0.07,0.01,0.03,0.12,0.15,0.10,0.03,0.01,0.08,0.77,0.36,0.00,0.00,0.70,0.11,0.45,0.20,0.28,0.07,0.07,0.06,0.87,0.06,0.44,0.39,0.32,0.17,0.10,0.03,0.08,0.49,0.05,0.00,0.00,0.86,615.00,901.00,40.90,40761.00,50190.00,1583.00,0.00,3.50,4.90,184300.00,1923.00,597.00,985.00,5177.00,2495.00,2349.00,1434.00,5177.00,92.60,29.40,1053.00,821.00
17031190800.00,0.00,190800.00,1908.00,Census Tract 1908,41.93,-87.75,-87.75,-87.75,41.93,41.93,0.00,0.07,0.17,0.02,0.15,0.06,0.01,0.06,0.09,0.17,0.12,0.04,0.03,0.07,0.77,0.44,0.00,0.00,0.58,0.07,0.37,0.13,0.36,0.08,0.04,0.00,0.77,0.05,0.42,0.41,0.26,0.12,0.13,0.05,0.11,0.39,0.01,0.00,0.00,0.85,635.00,1259.00,39.70,42279.00,55965.00,2114.00,0.00,1.40,5.10,235400.00,1909.00,635.00,959.00,7216.00,2998.00,2465.00,2019.00,7222.00,92.10,34.00,1076.00,855.00
17031190900.00,0.00,190900.00,1909.00,Census Tract 1909,41.93,-87.74,-87.74,-87.75,41.93,41.93,0.00,0.04,0.25,0.00,0.21,0.06,0.01,0.05,0.08,0.13,0.10,0.06,0.02,0.06,0.80,0.41,0.00,0.00,0.60,0.18,0.24,0.15,0.33,0.17,0.06,0.04,0.67,0.18,0.44,0.25,0.20,0.19,0.09,0.05,0.18,0.46,0.06,0.00,0.00,0.87,180.00,340.00,33.60,39706.00,55873.00,699.00,0.00,5.80,5.30,257700.00,1819.00,791.00,921.00,2226.00,1003.00,801.00,674.00,2226.00,110.80,35.30,1012.00,880.00
17031191000.00,1.00,191000.00,1910.00,Census Tract 1910,41.92,-87.74,-87.74,-87.75,41.92,41.92,0.00,0.06,0.17,0.04,0.06,0.12,0.03,0.06,0.07,0.14,0.14,0.06,0.04,0.05,0.81,0.49,0.00,0.00,0.38,0.03,0.37,0.12,0.31,0.21,0.08,0.01,0.71,0.02,0.46,0.39,0.28,0.14,0.08,0.03,0.12,0.54,0.03,0.00,0.05,0.88,254.00,380.00,39.90,48125.00,63555.00,774.00,0.00,4.20,5.20,214200.00,1738.00,687.00,994.00,2653.00,1192.00,919.00,719.00,2653.00,118.20,35.00,988.00,855.00
17031191100.00,0.00,191100.00,1911.00,Census Tract 1911,41.92,-87.75,-87.75,-87.75,41.92,41.92,0.00,0.09,0.20,0.03,0.14,0.07,0.00,0.04,0.08,0.13,0.17,0.04,0.01,0.05,0.77,0.37,0.00,0.00,0.46,0.07,0.39,0.07,0.29,0.13,0.09,0.00,0.75,0.04,0.46,0.41,0.28,0.14,0.07,0.03,0.08,0.38,0.04,0.01,0.01,0.92,670.00,1701.00,39.20,47750.00,52348.00,2214.00,4.00,5.20,5.20,199900.00,1757.00,672.00,855.00,7618.00,3297.00,2877.00,1999.00,7618.00,99.10,30.00,994.00,921.00
17031191200.00,0.00,191200.00,1912.00,Census Tract 1912,41.92,-87.76,-87.76,-87.76,41.92,41.92,0.00,0.08,0.27,0.01,0.12,0.05,0.00,0.03,0.15,0.06,0.15,0.07,0.02,0.04,0.72,0.33,0.00,0.00,0.61,0.09,0.38,0.19,0.26,0.14,0.07,0.06,0.77,0.01,0.46,0.48,0.37,0.21,0.05,0.03,0.06,0.36,0.02,0.01,0.00,0.95,457.00,707.00,39.30,44167.00,49796.00,1095.00,0.00,5.50,4.80,210400.00,1746.00,713.00,951.00,3827.00,1886.00,1761.00,988.00,3832.00,83.00,28.60,1014.00,855.00
17031191301.00,0.00,191301.00,1913.01,Census Tract 1913.01,41.92,-87.78,-87.78,-87.78,41.92,41.92,0.00,0.05,0.21,0.05,0.10,0.08,0.02,0.05,0.10,0.13,0.13,0.07,0.00,0.04,0.78,0.32,0.00,0.00,0.61,0.10,0.37,0.34,0.28,0.15,0.08,0.05,0.74,0.09,0.57,0.51,0.16,0.28,0.12,0.06,0.09,0.35,0.09,0.00,0.05,0.83,637.00,1144.00,35.00,42910.00,55117.00,1560.00,0.00,4.50,5.00,212900.00,1826.00,635.00,966.00,5677.00,2337.00,2109.00,1407.00,5686.00,115.50,31.30,1117.00,1000.00
17031191302.00,0.00,191302.00,1913.02,Census Tract 1913.02,41.92,-87.77,-87.77,-87.77,41.92,41.92,0.01,0.08,0.21,0.00,0.11,0.05,0.01,0.09,0.11,0.10,0.15,0.05,0.03,0.03,0.81,0.42,0.00,0.00,0.51,0.09,0.38,0.19,0.25,0.19,0.08,0.01,0.82,0.03,0.50,0.33,0.20,0.19,0.08,0.04,0.09,0.49,0.05,0.00,0.01,0.87,441.00,1114.00,33.70,43403.00,59980.00,1531.00,3.00,0.00,5.20,207200.00,1807.00,612.00,1014.00,5370.00,2347.00,2113.00,1385.00,5370.00,134.60,30.30,1059.00,951.00
17031200100.00,0.00,200100.00,2001.00,Census Tract 2001,41.94,-87.74,-87.73,-87.74,41.94,41.93,0.00,0.05,0.08,0.02,0.08,0.06,0.02,0.03,0.10,0.21,0.20,0.10,0.07,0.03,0.85,0.49,0.00,0.00,0.47,0.04,0.29,0.14,0.42,0.09,0.06,0.02,0.62,0.10,0.39,0.33,0.21,0.09,0.24,0.05,0.13,0.49,0.05,0.01,0.04,0.71,426.00,602.00,39.50,44419.00,63877.00,1427.00,0.00,3.30,5.30,235600.00,1748.00,666.00,970.00,4275.00,1828.00,1467.00,1362.00,4275.00,116.30,34.60,1050.00,880.00
17031200200.00,0.00,200200.00,2002.00,Census Tract 2002,41.93,-87.74,-87.73,-87.74,41.93,41.93,0.00,0.10,0.21,0.02,0.18,0.03,0.02,0.02,0.12,0.14,0.08,0.08,0.02,0.08,0.82,0.46,0.00,0.00,0.58,0.10,0.40,0.20,0.25,0.17,0.02,0.02,0.69,0.06,0.54,0.39,0.20,0.11,0.11,0.04,0.13,0.42,0.04,0.01,0.02,0.85,279.00,528.00,37.90,37346.00,53574.00,1720.00,2.00,2.00,5.10,255000.00,1826.00,735.00,1012.00,4802.00,2237.00,1576.00,1596.00,4805.00,119.40,34.90,1023.00,884.00
17031200300.00,0.00,200300.00,2003.00,Census Tract 2003,41.92,-87.73,-87.73,-87.74,41.93,41.92,0.00,0.05,0.21,0.04,0.13,0.05,0.01,0.03,0.09,0.16,0.17,0.06,0.00,0.05,0.77,0.39,0.00,0.00,0.59,0.05,0.31,0.15,0.28,0.14,0.01,0.01,0.55,0.06,0.48,0.36,0.29,0.14,0.08,0.04,0.12,0.41,0.00,0.00,0.03,0.87,176.00,309.00,34.70,40385.00,60665.00,653.00,0.00,5.30,5.30,173700.00,1969.00,662.00,963.00,2130.00,942.00,796.00,570.00,2130.00,108.20,31.80,1012.00,884.00
17031200401.00,0.00,200401.00,2004.01,Census Tract 2004.01,41.92,-87.74,-87.73,-87.74,41.92,41.92,0.00,0.05,0.21,0.03,0.12,0.06,0.01,0.03,0.12,0.13,0.20,0.03,0.01,0.07,0.70,0.30,0.00,0.00,0.54,0.11,0.27,0.21,0.30,0.15,0.07,0.00,0.70,0.08,0.48,0.39,0.29,0.26,0.08,0.05,0.11,0.40,0.04,0.01,0.02,0.90,306.00,789.00,34.20,38309.00,50375.00,1071.00,2.70,3.00,5.10,224600.00,1929.00,726.00,928.00,3642.00,1602.00,1123.00,1030.00,3642.00,111.00,32.70,1012.00,880.00
17031200402.00,0.00,200402.00,2004.02,Census Tract 2004.02,41.92,-87.73,-87.73,-87.73,41.92,41.92,0.00,0.03,0.11,0.04,0.08,0.04,0.00,0.06,0.12,0.20,0.22,0.10,0.02,0.11,0.78,0.33,0.00,0.00,0.48,0.06,0.38,0.07,0.28,0.19,0.07,0.00,0.89,0.03,0.49,0.40,0.23,0.13,0.17,0.04,0.12,0.38,0.04,0.00,0.01,0.89,490.00,590.00,40.40,42135.00,58474.00,1293.00,4.50,11.80,5.50,265000.00,1836.00,673.00,884.00,4241.00,1815.00,1380.00,1059.00,4241.00,87.40,29.30,1070.00,880.00
17031210100.00,0.00,210100.00,2101.00,Census Tract 2101,41.94,-87.70,-87.70,-87.70,41.95,41.94,0.00,0.04,0.12,0.04,0.06,0.04,0.01,0.09,0.20,0.21,0.15,0.02,0.02,0.07,0.86,0.64,0.02,0.02,0.60,0.23,0.36,0.16,0.29,0.10,0.04,0.01,0.76,0.06,0.48,0.38,0.07,0.09,0.51,0.20,0.13,0.80,0.04,0.00,0.08,0.38,213.00,457.00,42.60,56705.00,76102.00,1579.00,4.40,2.60,4.80,303200.00,2194.00,816.00,1211.00,3511.00,961.00,776.00,1362.00,3517.00,113.20,33.20,1280.00,987.00
17031210400.00,0.00,210400.00,2104.00,Census Tract 2104,41.94,-87.73,-87.73,-87.73,41.94,41.93,0.00,0.06,0.11,0.04,0.09,0.05,0.02,0.03,0.18,0.19,0.15,0.07,0.01,0.05,0.75,0.43,0.00,0.00,0.54,0.09,0.42,0.23,0.29,0.10,0.02,0.00,0.52,0.09,0.51,0.43,0.18,0.08,0.23,0.09,0.17,0.76,0.02,0.00,0.03,0.65,228.00,387.00,33.40,42364.00,58218.00,1102.00,0.00,7.90,5.10,258700.00,1969.00,749.00,1023.00,2732.00,997.00,892.00,969.00,2780.00,87.50,34.00,1012.00,936.00
17031210501.00,1.00,210501.00,2105.01,Census Tract 2105.01,41.94,-87.72,-87.72,-87.73,41.94,41.93,0.01,0.16,0.08,0.04,0.14,0.07,0.01,0.07,0.16,0.09,0.13,0.05,0.00,0.08,0.66,0.34,0.00,0.00,0.79,0.14,0.45,0.28,0.17,0.03,0.00,0.02,0.71,0.04,0.57,0.50,0.22,0.12,0.25,0.10,0.10,0.87,0.03,0.01,0.01,0.64,315.00,404.00,37.10,42990.00,55751.00,1477.00,7.70,1.50,4.60,302600.00,2162.00,643.00,936.00,3500.00,1840.00,1644.00,1258.00,3500.00,124.90,31.90,1041.00,940.00
17031210502.00,1.00,210502.00,2105.02,Census Tract 2105.02,41.93,-87.72,-87.72,-87.73,41.94,41.93,0.00,0.05,0.10,0.02,0.11,0.10,0.01,0.04,0.14,0.19,0.14,0.10,0.02,0.08,0.72,0.38,0.01,0.00,0.71,0.15,0.40,0.20,0.27,0.04,0.04,0.03,0.75,0.02,0.57,0.51,0.16,0.06,0.25,0.12,0.09,0.88,0.03,0.00,0.01,0.68,380.00,771.00,31.80,44750.00,57205.00,1661.00,6.80,4.40,5.10,248500.00,2225.00,836.00,1004.00,4645.00,1815.00,1734.00,1433.00,4653.00,104.30,30.70,1092.00,936.00
17031210601.00,0.00,210601.00,2106.01,Census Tract 2106.01,41.94,-87.71,-87.71,-87.72,41.94,41.93,0.00,0.06,0.17,0.01,0.06,0.05,0.03,0.07,0.13,0.18,0.11,0.12,0.02,0.10,0.81,0.54,0.01,0.00,0.56,0.15,0.34,0.17,0.31,0.08,0.04,0.00,0.72,0.07,0.50,0.35,0.22,0.09,0.30,0.10,0.12,0.75,0.01,0.01,0.08,0.65,58.00,356.00,35.10,61141.00,69388.00,1082.00,3.50,0.00,4.90,276600.00,2161.00,836.00,1041.00,2716.00,1163.00,1059.00,930.00,2725.00,98.00,34.50,1124.00,936.00
17031210602.00,0.00,210602.00,2106.02,Census Tract 2106.02,41.93,-87.71,-87.71,-87.72,41.94,41.93,0.00,0.03,0.09,0.02,0.08,0.04,0.05,0.04,0.13,0.22,0.19,0.10,0.01,0.09,0.80,0.51,0.00,0.01,0.61,0.10,0.39,0.27,0.19,0.04,0.01,0.01,0.72,0.06,0.54,0.48,0.12,0.06,0.33,0.19,0.13,0.80,0.05,0.00,0.04,0.56,269.00,414.00,32.50,54700.00,81502.00,1733.00,8.70,5.30,5.00,285900.00,1842.00,673.00,989.00,4032.00,1381.00,1216.00,1504.00,4032.00,96.50,33.40,1533.00,974.00
17031210700.00,0.00,210700.00,2107.00,Census Tract 2107,41.94,-87.70,-87.70,-87.71,41.94,41.93,0.01,0.02,0.09,0.03,0.11,0.04,0.03,0.06,0.17,0.21,0.17,0.04,0.03,0.05,0.86,0.51,0.00,0.01,0.64,0.16,0.29,0.22,0.21,0.09,0.02,0.00,0.70,0.06,0.48,0.46,0.12,0.10,0.35,0.20,0.12,0.84,0.02,0.00,0.03,0.60,346.00,458.00,33.00,51758.00,71644.00,1777.00,0.00,4.80,5.10,324800.00,2068.00,795.00,1124.00,4253.00,995.00,817.00,1593.00,4253.00,110.00,33.90,1610.00,989.00
17031210800.00,0.00,210800.00,2108.00,Census Tract 2108,41.94,-87.70,-87.70,-87.70,41.94,41.93,0.00,0.05,0.05,0.05,0.09,0.02,0.04,0.07,0.16,0.17,0.22,0.06,0.02,0.02,0.79,0.60,0.00,0.05,0.61,0.14,0.46,0.12,0.22,0.09,0.00,0.02,0.83,0.03,0.62,0.43,0.17,0.05,0.42,0.15,0.11,0.79,0.00,0.00,0.02,0.55,23.00,109.00,36.00,59615.00,99675.00,417.00,6.30,3.40,5.50,373500.00,2400.00,930.00,1047.00,1076.00,393.00,371.00,378.00,1081.00,147.40,31.10,1610.00,1124.00
17031210900.00,0.00,210900.00,2109.00,Census Tract 2109,41.93,-87.69,-87.69,-87.70,41.94,41.93,0.00,0.06,0.09,0.01,0.11,0.03,0.04,0.12,0.19,0.12,0.18,0.04,0.01,0.01,0.81,0.61,0.06,0.04,0.66,0.17,0.37,0.17,0.22,0.08,0.02,0.02,0.83,0.06,0.60,0.37,0.08,0.04,0.48,0.18,0.11,0.85,0.06,0.00,0.03,0.41,315.00,440.00,32.80,54688.00,80631.00,1327.00,5.50,0.00,5.00,329700.00,2100.00,638.00,1147.00,2952.00,629.00,579.00,1184.00,2952.00,110.90,30.70,1610.00,1047.00
17031220300.00,1.00,220300.00,2203.00,Census Tract 2203,41.93,-87.70,-87.69,-87.70,41.93,41.93,0.00,0.03,0.11,0.02,0.09,0.03,0.03,0.11,0.19,0.21,0.12,0.04,0.02,0.03,0.94,0.81,0.00,0.01,0.57,0.10,0.51,0.14,0.37,0.08,0.01,0.01,0.78,0.04,0.57,0.51,0.05,0.03,0.64,0.31,0.10,0.81,0.02,0.00,0.02,0.31,186.00,219.00,30.70,85288.00,118067.00,988.00,0.00,6.50,5.20,402200.00,2633.00,885.00,1266.00,2157.00,283.00,231.00,911.00,2177.00,106.20,33.00,1610.00,1017.00
17031220400.00,0.00,220400.00,2204.00,Census Tract 2204,41.93,-87.70,-87.70,-87.70,41.93,41.93,0.00,0.02,0.07,0.02,0.11,0.02,0.02,0.04,0.31,0.24,0.10,0.05,0.01,0.04,0.89,0.79,0.00,0.00,0.61,0.09,0.52,0.12,0.23,0.09,0.02,0.02,0.72,0.12,0.53,0.44,0.03,0.06,0.59,0.27,0.11,0.87,0.00,0.00,0.09,0.28,175.00,126.00,31.60,88043.00,103393.00,1215.00,0.00,0.00,5.60,379200.00,2476.00,972.00,1610.00,2569.00,584.00,493.00,1088.00,2569.00,128.20,33.90,1533.00,1047.00
17031220500.00,0.00,220500.00,2205.00,Census Tract 2205,41.93,-87.70,-87.70,-87.71,41.93,41.93,0.00,0.02,0.05,0.04,0.06,0.03,0.05,0.05,0.29,0.21,0.13,0.06,0.03,0.03,0.90,0.81,0.00,0.02,0.58,0.21,0.38,0.28,0.20,0.01,0.00,0.00,0.80,0.06,0.63,0.60,0.01,0.02,0.72,0.39,0.11,0.86,0.05,0.00,0.05,0.19,179.00,109.00,32.70,80433.00,100042.00,1293.00,0.00,1.10,5.00,327400.00,2099.00,862.00,1533.00,2552.00,424.00,348.00,1201.00,2552.00,86.40,30.60,1610.00,974.00
